objectid,title,narrator,interviewer,date,year,location,time-period-covered,length-of-interview,subject,subject-1,subject-2,subject-3,type,format,format-free,transcript-available,biography-available,release-form-available,catalog-number-if-applicable,institution,address,phone,email,website,notes
wyomingoralhistory2591,Alice Fales Oral History Interview (2012),Alice Fales,Susann Kreitzer and Lili Turnell,5/12/2012,2012,"Cody, WY",,,;;,,,,record only,record,,,,,,Meeteetse Museums,"PO Box 248 Meeteetse, WY 82433",(307) 868-2423,collections@meeteetsemuseums.org,http://www.meeteetsemuseums.org/,
wyomingoralhistory2592,George Franzen Oral History Interview (2012),George Franzen,Susann Kreitzer,1/16/2012,2012,"Meeteetse, WY",,,;;,,,,record only,record,,,,,,Meeteetse Museums,"PO Box 248 Meeteetse, WY 82433",(307) 868-2423,collections@meeteetsemuseums.org,http://www.meeteetsemuseums.org/,
wyomingoralhistory2593,Clay Gibbons Oral History Interview (),Clay Gibbons,,,,,,,"""The Woman in Blue"";;","""The Woman in Blue""",,,record only,record,,,,,,Meeteetse Museums,"PO Box 248 Meeteetse, WY 82433",(307) 868-2423,collections@meeteetsemuseums.org,http://www.meeteetsemuseums.org/,
wyomingoralhistory2594,H. Lee Gillett Oral History Interview (2008),H. Lee Gillett,Marjorie White,8/11/2008,2008,"Powell, WY",,,;;,,,,record only,record,,,,,,Meeteetse Museums,"PO Box 248 Meeteetse, WY 82433",(307) 868-2423,collections@meeteetsemuseums.org,http://www.meeteetsemuseums.org/,
wyomingoralhistory2595,Wilma Groen Oral History Interview (2006),Wilma Groen,Marjorie White,2/18/2006,2006,"Powell, WY",,,;;,,,,record only,record,,,,,,Meeteetse Museums,"PO Box 248 Meeteetse, WY 82433",(307) 868-2423,collections@meeteetsemuseums.org,http://www.meeteetsemuseums.org/,
wyomingoralhistory2596,Kathleen Holtzer Oral History Interview (2011),Kathleen Holtzer,Susann Kreitzer,3/8/2011,2011,"Meeteetse, WY",,,;;,,,,record only,record,,,,,,Meeteetse Museums,"PO Box 248 Meeteetse, WY 82433",(307) 868-2423,collections@meeteetsemuseums.org,http://www.meeteetsemuseums.org/,
wyomingoralhistory2597,Burchell And Ruby Hopkin Oral History Interview (2005),Burchell And Ruby Hopkin,Marjorie White,10/5/2005,2005,"Powell, WY",,,;;,,,,record only,record,,,,,,Meeteetse Museums,"PO Box 248 Meeteetse, WY 82433",(307) 868-2423,collections@meeteetsemuseums.org,http://www.meeteetsemuseums.org/,
wyomingoralhistory2598,Polly Jensen Oral History Interview (2013),Polly Jensen,Susann Kreitzer,3/28/2013,2013,"Meeteetse, WY",,,;;,,,,record only,record,,,,,,Meeteetse Museums,"PO Box 248 Meeteetse, WY 82433",(307) 868-2423,collections@meeteetsemuseums.org,http://www.meeteetsemuseums.org/,
wyomingoralhistory2599,Earl and Opal Jones Oral History Interview (2006),Earl and Opal Jones,Marjorie White,8/16/2006,2006,"Powell, WY",,,;;,,,,record only,record,,,,,,Meeteetse Museums,"PO Box 248 Meeteetse, WY 82433",(307) 868-2423,collections@meeteetsemuseums.org,http://www.meeteetsemuseums.org/,
wyomingoralhistory2600,Geraldine Linton Oral History Interview (2011),Geraldine Linton,Susann Kreitzer,3/30/2011,2011,"Meeteetse, WY",,,;;,,,,record only,record,,,,,,Meeteetse Museums,"PO Box 248 Meeteetse, WY 82433",(307) 868-2423,collections@meeteetsemuseums.org,http://www.meeteetsemuseums.org/,
wyomingoralhistory2601,Evelyn Murdy Oral History Interview (1993),Evelyn Murdy,Marie Dolcini,8/1/1993,1993,,,,"Kirwin, WY;;","Kirwin, WY",,,record only,record,,,,,,Meeteetse Museums,"PO Box 248 Meeteetse, WY 82433",(307) 868-2423,collections@meeteetsemuseums.org,http://www.meeteetsemuseums.org/,
wyomingoralhistory2602,Evelyn Murdy Oral History Interview (1993),Evelyn Murdy,Marie Dolcini,8/11/1993,1993,,,,"Kirwin, WY;;","Kirwin, WY",,,record only,record,,,,,,Meeteetse Museums,"PO Box 248 Meeteetse, WY 82433",(307) 868-2423,collections@meeteetsemuseums.org,http://www.meeteetsemuseums.org/,
wyomingoralhistory2603,Wayne and Betty Potas Oral History Interview (2011),Wayne and Betty Potas,Susann Kreitzer,3/24/2011,2011,"Meeteetse, WY",,,;;,,,,record only,record,,,,,,Meeteetse Museums,"PO Box 248 Meeteetse, WY 82433",(307) 868-2423,collections@meeteetsemuseums.org,http://www.meeteetsemuseums.org/,
wyomingoralhistory2604,Clifton Renner Oral History Interview (1989),Clifton Renner,Velma Hilliard,6/13/1989,1989,,,,;;,,,,record only,record,,,,,,Meeteetse Museums,"PO Box 248 Meeteetse, WY 82433",(307) 868-2423,collections@meeteetsemuseums.org,http://www.meeteetsemuseums.org/,
wyomingoralhistory2605,Frank Smith Oral History Interview (2005),Frank Smith,,12/21/2005,2005,,,,;;,,,,record only,record,,,,,,Meeteetse Museums,"PO Box 248 Meeteetse, WY 82433",(307) 868-2423,collections@meeteetsemuseums.org,http://www.meeteetsemuseums.org/,
wyomingoralhistory2606,Lloyd and Myrtle Tennyson Oral History Interview (1980),Lloyd and Myrtle Tennyson,Ester Johansson Murray,8/22/1980,1980,"Park County, WY",,,;;,,,,record only,record,,,,,,Meeteetse Museums,"PO Box 248 Meeteetse, WY 82433",(307) 868-2423,collections@meeteetsemuseums.org,http://www.meeteetsemuseums.org/,
wyomingoralhistory2607,Jean Webster Oral History Interview (2011),Jean Webster,Susann Kreitzer,1/18/2011,2011,"Meeteetse, WY",,,;;,,,,record only,record,,,,,,Meeteetse Museums,"PO Box 248 Meeteetse, WY 82433",(307) 868-2423,collections@meeteetsemuseums.org,http://www.meeteetsemuseums.org/,Access restricted.
wyomingoralhistory2608,Clara Mae Yetter Oral History Interview (2009),Clara Mae Yetter,Mary Elliott,4/8/2009,2009,"Meeteetse, WY",,,;;,,,,record only,record,,,,,,Meeteetse Museums,"PO Box 248 Meeteetse, WY 82433",(307) 868-2423,collections@meeteetsemuseums.org,http://www.meeteetsemuseums.org/,
wyomingoralhistory2609,Catherine Ahlbrandt Oral History Interview (1975),Catherine Ahlbrandt,Don Hodgson,8/28/1975,1975,"Veteran, WY",,1 hour,"Homesteading in 1922;Early experiences and hardships;Veteran, WY",Homesteading in 1922,Early experiences and hardships,"Veteran, WY",cassettes,audio,Cassettes,No,Yes,Yes,Mrs. Catherine Ahlbrandt,Eastern Wyoming College Library,"3200 West C Street, Torrington, WY 82240",(307) 532-8210,casey.debus@ewc.wy.edu,https://ewc.wy.edu/,
wyomingoralhistory2610,Catherine Ahlbrandt Oral History Interview (1975),Catherine Ahlbrandt,Don Hodgson,8/28/1975,1975,"Veteran, WY",,1 hour,"Homesteading in 1922;Early experiences and hardships;Veteran, WY",Homesteading in 1922,Early experiences and hardships,"Veteran, WY",cassettes,audio,Cassettes,No,Yes,Yes,Mrs. Catherine Ahlbrandt Homesteading - Veteran (duplicate),Eastern Wyoming College Library,"3200 West C Street, Torrington, WY 82240",(307) 532-8210,casey.debus@ewc.wy.edu,http://ewc/wy/edu,
wyomingoralhistory2611,Leah Marsh Bain Oral History Interview (1979),Leah Marsh Bain,Patricia Hale,9/9/1979,1979,,,,Growing up in the 1920s;;,Growing up in the 1920s,,,cassettes,audio,Cassettes,No,No,No,OH-441,Eastern Wyoming College Library,"3200 West C Street, Torrington, WY 82240",(307) 532-8210,casey.debus@ewc.wy.edu,http://ewc/wy/edu,
wyomingoralhistory2612,Lucille Beede Oral History Interview (1985),Lucille Beede,Dale Hohnstein,12/10/1985,1985,"Torrington, WY",,1 hour,"Great Depression;Soup lines, transients;Bank closures",Great Depression,"Soup lines, transients",Bank closures,cassettes,audio,Cassettes,No,Yes,Yes,Lucille Beede 12-20-85,Eastern Wyoming College Library,"3200 West C Street, Torrington, WY 82240",(307) 532-8210,casey.debus@ewc.wy.edu,http://ewc/wy/edu,"Interview from the booklet ""The Spirit of Survival: Voices from the Depression"""
wyomingoralhistory2613,Inez Benshof Oral History Interview (1975),Inez Benshof,Don Hodgson,8/2/1975,1975,"Jay Em, WY",1910s,1 hour,Homesteading;Rural schools;Teaching,Homesteading,Rural schools,Teaching,cassettes,audio,Cassettes,No,Yes,Yes,Inez Benshoof,Eastern Wyoming College Library,"3200 West C Street, Torrington, WY 82240",(307) 532-8210,casey.debus@ewc.wy.edu,http://ewc/wy/edu,
wyomingoralhistory2614,Inez Benshof Oral History Interview (1975),Inez Benshof,Don Hodgson,8/2/1975,1975,"Jay Em, WY",1910s,1 hour,Homesteading;Rural schools;Teaching,Homesteading,Rural schools,Teaching,cassettes,audio,Cassettes,No,Yes,Yes,Inez Benshoof,Eastern Wyoming College Library,"3200 West C Street, Torrington, WY 82240",(307) 532-8210,casey.debus@ewc.wy.edu,http://ewc/wy/edu,
wyomingoralhistory2615,Inez Benshof Oral History Interview (1975),Inez Benshof,Don Hodgson,8/2/1975,1975,"Jay Em, WY",1910s,1 hour,Homesteading;Rural schools;Teaching,Homesteading,Rural schools,Teaching,cassettes,audio,Cassettes,No,No,Yes,Inez Benshoof (Duplicate),Eastern Wyoming College Library,"3200 West C Street, Torrington, WY 82240",(307) 532-8210,casey.debus@ewc.wy.edu,http://ewc/wy/edu,
wyomingoralhistory2616,Anna Brewer Oral History Interview (1975),Anna Brewer,Vivien Hills,8/19/1975,1975,"Torrington, WY",1910s,1 hour,Homesteading;Post office;,Homesteading,Post office,,cassettes,audio,Cassettes,No,Yes,Yes,Mrs. Anna Brewer 8-19-75,Eastern Wyoming College Library,"3200 West C Street, Torrington, WY 82240",(307) 532-8210,casey.debus@ewc.wy.edu,http://ewc/wy/edu,
wyomingoralhistory2617,Anna Brewer Oral History Interview (1975),Anna Brewer,Vivien Hills,8/19/1975,1975,"Torrington, WY",1910s,1 hour,Homesteading;Post office;,Homesteading,Post office,,cassettes,audio,Cassettes,No,Yes,Yes,Mrs. Anna Brewer (Duplicate),Eastern Wyoming College Library,"3200 West C Street, Torrington, WY 82240",(307) 532-8210,casey.debus@ewc.wy.edu,http://ewc/wy/edu,
wyomingoralhistory2618,Jay Burk Oral History Interview (1985),Jay Burk,Dale Hohnstein,7/26/1985,1985,"Torrington, WY",,1 hour,Great Depression;;,Great Depression,,,cassettes,audio,Cassettes,No,No,Yes,Jay Burk 7-26-85,Eastern Wyoming College Library,"3200 West C Street, Torrington, WY 82240",(307) 532-8210,casey.debus@ewc.wy.edu,http://ewc/wy/edu,
wyomingoralhistory2619,Agnes Burns Oral History Interview (1979),Agnes Burns,Melanie Gustafson,9/13/1979,1979,"Laramie, WY",,1 hour,;;,,,,cassettes,audio,Cassettes,No,No,No,OH-479 A,Eastern Wyoming College Library,"3200 West C Street, Torrington, WY 82240",(307) 532-8210,casey.debus@ewc.wy.edu,http://ewc/wy/edu,
wyomingoralhistory2620,Susie Carabajal Oral History Interview (1985),Susie Carabajal,Sandra Hansen,10/21/1985,1985,"Torrington, WY",,1 hour,Great Depression;;,Great Depression,,,cassettes,audio,Cassettes,No,Yes,Yes,Susie Carabajal 10-21-85,Eastern Wyoming College Library,"3200 West C Street, Torrington, WY 82240",(307) 532-8210,casey.debus@ewc.wy.edu,http://ewc/wy/edu,"Interview from the booklet ""The Spirit of Survival: Voices from the Depression"""
wyomingoralhistory2621,Alyce Cecil Oral History Interview (1985),Alyce Cecil,Don Hodgson,8/22/1985,1985,Eastern Wyoming College,,1 hour,Drought;Homesteading;Comparison with contemporary farmers,Drought,Homesteading,Comparison with contemporary farmers,cassettes,audio,Cassettes,No,Yes,Yes,Alice Cecil 8-22-85,Eastern Wyoming College Library,"3200 West C Street, Torrington, WY 82240",(307) 532-8210,casey.debus@ewc.wy.edu,http://ewc/wy/edu,"Interview from the booklet ""The Spirit of Survival: Voices from the Depression"""
wyomingoralhistory2622,Frances Clark Oral History Interview (1975),Frances Clark,Leroy Milner,8/19/1975,1975,"Torrington, WY",1910s,1 hour,"Homesteading;Goshen Hole, WY;",Homesteading,"Goshen Hole, WY",,cassettes,audio,Cassettes,No,Yes,Yes,Frances Clark 8-19-75,Eastern Wyoming College Library,"3200 West C Street, Torrington, WY 82240",(307) 532-8210,casey.debus@ewc.wy.edu,http://ewc/wy/edu,
wyomingoralhistory2623,Lewis A. Colyer Oral History Interview (1985),Lewis A. Colyer,Dale Hohnstein,6/25/1985,1985,"Torrington, WY",Great Depression,1 hour,Great Depression;Dust storms;,Great Depression,Dust storms,,cassettes,audio,Cassettes,No,Yes,Yes,Lewis A. Colyer 6-25-85,Eastern Wyoming College Library,"3200 West C Street, Torrington, WY 82240",(307) 532-8210,casey.debus@ewc.wy.edu,http://ewc/wy/edu,"Interview from the booklet ""The Spirit of Survival: Voices from the Depression"""
wyomingoralhistory2624,Lila D. Craton Oral History Interview (1985),Lila D. Craton,Vivien Hills,7/6/1985,1985,"Torrington, WY",Great Depression,45 minutes,Great Depression;Weddings;Grocery store management during Depression,Great Depression,Weddings,Grocery store management during Depression,cassettes,audio,Cassettes,No,Yes,Yes,Lila Craton 8-12-85,Eastern Wyoming College Library,"3200 West C Street, Torrington, WY 82240",(307) 532-8210,casey.debus@ewc.wy.edu,http://ewc/wy/edu,"Interview from the booklet ""The Spirit of Survival: Voices from the Depression"""
wyomingoralhistory2625,Elizabeth Davis Oral History Interview (1985),Elizabeth Davis,Sandra Hansen,10/21/1985,1985,"Hawk Springs, WY",Great Depression,1 hour,Great Depression;Dust storms;Church and clubs,Great Depression,Dust storms,Church and clubs,cassettes,audio,Cassettes,No,Yes,Yes,Elizabeth Davis 10-21-85,Eastern Wyoming College Library,"3200 West C Street, Torrington, WY 82240",(307) 532-8210,casey.debus@ewc.wy.edu,http://ewc/wy/edu,"Interview from the booklet ""The Spirit of Survival: Voices from the Depression"""
wyomingoralhistory2626,"James ""Jim"" Davis Oral History Interview (1985)","James ""Jim"" Davis",Sandra Hansen,10/21/1985,1985,"Hawk Springs, WY",Great Depression,1 hour,"Great Depression;Ranching and farming;Horse Creek flood, 1935",Great Depression,Ranching and farming,"Horse Creek flood, 1935",cassettes,audio,Cassettes,No,Yes,Yes,"James ""Jim"" Davis 10-21-85",Eastern Wyoming College Library,"3200 West C Street, Torrington, WY 82240",(307) 532-8210,casey.debus@ewc.wy.edu,http://ewc/wy/edu,"Interview from the booklet ""The Spirit of Survival: Voices from the Depression"""
wyomingoralhistory2627,Myrtle Davis Oral History Interview (1979),Myrtle Davis,Patricia Hale,9/29/1979,1979,"Wheatland, WY",,90 minutes,;;,,,,cassettes,audio,Cassettes,No,No,No,OH-488 A & B,Eastern Wyoming College Library,"3200 West C Street, Torrington, WY 82240",(307) 532-8210,casey.debus@ewc.wy.edu,http://ewc/wy/edu,
wyomingoralhistory2628,Olive Deahl Oral History Interview (1979),Olive Deahl,Melanie Gustafson,10/13/1979,1979,"Torrington, WY",,2 hours,;;,,,,cassettes,audio,Cassettes,No,No,No,OH-472 A & B,Eastern Wyoming College Library,"3200 West C Street, Torrington, WY 82240",(307) 532-8210,casey.debus@ewc.wy.edu,http://ewc/wy/edu,
wyomingoralhistory2629,Helen Dunnewald Oral History Interview (1979),Helen Dunnewald,Patricia Hale,9/7/1979,1979,"Laramie, WY",,1 hour,;;,,,,cassettes,audio,Cassettes,No,No,No,OH-477 A,Eastern Wyoming College Library,"3200 West C Street, Torrington, WY 82240",(307) 532-8210,casey.debus@ewc.wy.edu,http://ewc/wy/edu,
wyomingoralhistory2630,Helen Dunnewald Oral History Interview (1979),Helen Dunnewald,Patricia Hale,9/19/1979,1979,"Laramie, WY",,2 hours,;;,,,,cassettes,audio,Cassettes,No,No,No,"OH-477 B (#2B), C (#2A)",Eastern Wyoming College Library,"3200 West C Street, Torrington, WY 82240",(307) 532-8210,casey.debus@ewc.wy.edu,http://ewc/wy/edu,
wyomingoralhistory2631,William J. Essert Oral History Interview (1975),William J. Essert,Don Hodgson,8/7/1975,1975,"Yoder, WY",1910s,1 hour,"Homesteading, Settlement;Yoder, WY;Agriculture","Homesteading, Settlement","Yoder, WY",Agriculture,cassettes,audio,Cassettes,No,Yes,Yes,William John Essert 8-7-75,Eastern Wyoming College Library,"3200 West C Street, Torrington, WY 82240",(307) 532-8210,casey.debus@ewc.wy.edu,http://ewc/wy/edu,"From booklet titled ""The Esserts"""
wyomingoralhistory2632,Dr. J.B. Fuller Oral History Interview (1975),Dr. J.B. Fuller,Vivien Hills,9/16/1975,1975,"Torrington, WY",1920s,1 hour,"Homesteading;Huntley, WY;Veterinarians",Homesteading,"Huntley, WY",Veterinarians,cassettes,audio,Cassettes,No,Yes,Yes,Dr. J.B. Fuller 9-16-75,Eastern Wyoming College Library,"3200 West C Street, Torrington, WY 82240",(307) 532-8210,casey.debus@ewc.wy.edu,http://ewc/wy/edu,
wyomingoralhistory2633,Dr. J.B. Fuller Oral History Interview (1975),Dr. J.B. Fuller,Vivien Hills,9/16/1975,1975,"Torrington, WY",1920s,1 hour,"Homesteading;Huntley, WY;Veterinarians",Homesteading,"Huntley, WY",Veterinarians,cassettes,audio,Cassettes,No,Yes,Yes,Dr. J.B. Fuller 9-16-75 (Duplicate),Eastern Wyoming College Library,"3200 West C Street, Torrington, WY 82240",(307) 532-8210,casey.debus@ewc.wy.edu,http://ewc/wy/edu,
wyomingoralhistory2634,Henry Fuss Oral History Interview (1976),Henry Fuss,,9/30/1976,1976,,,1 hour,;;,,,,cassettes,audio,Cassettes,No,No,No,Henry Fuss 9/30/76,Eastern Wyoming College Library,"3200 West C Street, Torrington, WY 82240",(307) 532-8210,casey.debus@ewc.wy.edu,http://ewc/wy/edu,
wyomingoralhistory2635,Lillie Goodrich; Terry Wauneta; Hattie Utter Oral History Interview (1979),Lillie Goodrich; Terry Wauneta; Hattie Utter,,9/29/1979,1979,"Wheatland, WY",,1 hour,;;,,,,cassettes,audio,Cassettes,No,No,No,OH-480 A,Eastern Wyoming College Library,"3200 West C Street, Torrington, WY 82240",(307) 532-8210,casey.debus@ewc.wy.edu,http://ewc/wy/edu,
wyomingoralhistory2636,Mrs. George Haas Oral History Interview (1975),Mrs. George Haas,Don Hodgson,8/28/1975,1975,"Veteran, WY",,1 hour,"Homesteading;Veteran, WY;",Homesteading,"Veteran, WY",,cassettes,audio,Cassettes,No,Yes,Yes,Mrs. George Haas 8-28-75,Eastern Wyoming College Library,"3200 West C Street, Torrington, WY 82240",(307) 532-8210,casey.debus@ewc.wy.edu,http://ewc/wy/edu,
wyomingoralhistory2637,Mrs. George Haas Oral History Interview (1975),Mrs. George Haas,Don Hodgson,8/28/1975,1975,"Veteran, WY",,1 hour,"Homesteading;Veteran, WY;",Homesteading,"Veteran, WY",,cassettes,audio,Cassettes,No,Yes,Yes,Mrs. George Haas 8-28-75 (Duplicate),Eastern Wyoming College Library,"3200 West C Street, Torrington, WY 82240",(307) 532-8210,casey.debus@ewc.wy.edu,http://ewc/wy/edu,
wyomingoralhistory2638,Rueben and Ruby Hahn; Junie Davis Oral History Interview (1976),Rueben and Ruby Hahn; Junie Davis,,12/9/1976,1976,,,1 hour,;;,,,,cassettes,audio,Cassettes,No,No,Yes,"Rueben Hahn, Ruby Hahn, Junie Davis (Mrs. Chas.)",Eastern Wyoming College Library,"3200 West C Street, Torrington, WY 82240",(307) 532-8210,casey.debus@ewc.wy.edu,http://ewc/wy/edu,
wyomingoralhistory2639,Ruby Hahn Oral History Interview (1977),Ruby Hahn,,5/26/1977,1977,"Torrington, WY",,,"Homesteading;Prairie Center, WY;Teaching",Homesteading,"Prairie Center, WY",Teaching,text,application/pdf,Paper transcript,Yes,Yes,Yes,,Eastern Wyoming College Library,"3200 West C Street, Torrington, WY 82240",(307) 532-8210,casey.debus@ewc.wy.edu,http://ewc/wy/edu,Part of European Heritage Project.
wyomingoralhistory2640,Vina Hamilton Oral History Interview (1982),Vina Hamilton,Don Hodgson,9/2/1982,1982,"Yoder, WY",1913-1949,1 hour,"Homesteading;Yoder, WY;",Homesteading,"Yoder, WY",,cassettes,audio,Cassettes,No,No,No,Interview with Vina Hamilton,Eastern Wyoming College Library,"3200 West C Street, Torrington, WY 82240",(307) 532-8210,casey.debus@ewc.wy.edu,http://ewc/wy/edu,
